Equipment Number,Original Description,Suggested Edit,Confidence,Reasoning,Object Type (Original),Object Type (Suggested),Functional System Category,Functional System
2000000262,Valve Equipment-jv,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,HOUSE AIR
2000184639,307 Coal Pulverizer Local Control Permit Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184640,308 Coal Pulverizer Local Control Permit Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184641,309 Coal Pulverizer Local Control Permit Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184642,310 Coal Pulverizer Local Control Permit Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184643,301 Coal Pulverizer Jet Pump Water Supply Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184644,302 Coal Pulverizer Jet Pump Water Supply Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184645,303 Coal Pulverizer Jet Pump Water Supply Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184646,304 Coal Pulverizer Jet Pump Water Supply Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184647,305 Coal Pulverizer Jet Pump Water Supply Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184648,306 Coal Pulverizer Jet Pump Water Supply Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184649,307 Coal Pulverizer Jet Pump Water Supply Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184650,308 Coal Pulverizer Jet Pump Water Supply Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184651,309 Coal Pulverizer Jet Pump Water Supply Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184652,310 Coal Pulverizer Jet Pump Water Supply Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184653,301 Coal Pulverizer Jet Pump Water Supply Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184654,302 Coal Pulverizer Jet Pump Water Supply Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184655,303 Coal Pulverizer Jet Pump Water Supply Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184656,304 Coal Pulverizer Jet Pump Water Supply Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184657,305 Coal Pulverizer Jet Pump Water Supply Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184658,306 Coal Pulverizer Jet Pump Water Supply Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184659,307 Coal Pulverizer Jet Pump Water Supply Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184660,308 Coal Pulverizer Jet Pump Water Supply Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184661,309 Coal Pulverizer Jet Pump Water Supply Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184662,310 Coal Pulverizer Jet Pump Water Supply Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184663,301 Pulverizer Rejects Collection Tank In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184664,302 Pulverizer Rejects Collection Tank In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184665,303 Pulverizer Rejects Collection Tank In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184666,304 Pulverizer Rejects Collection Tank In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184667,305 Pulverizer Rejects Collection Tank In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184668,306 Pulverizer Rejects Collection Tank In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184669,307 Pulverizer Rejects Collection Tank In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184670,308 Pulverizer Rejects Collection Tank In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184671,309 Pulverizer Rejects Collection Tank In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184672,310 Pulverizer Rejects Collection Tank In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184673,301 Pulverizer Rejects Collection Tank In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184674,302 Pulverizer Rejects Collection Tank In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184675,303 Pulverizer Rejects Collection Tank In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184676,304 Pulverizer Rejects Collection Tank In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184677,305 Pulverizer Rejects Collection Tank In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184678,306 Pulverizer Rejects Collection Tank In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184679,307 Pulverizer Rejects Collection Tank In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184680,308 Pulverizer Rejects Collection Tank In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184681,309 Pulverizer Rejects Collection Tank In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184682,310 Pulverizer Rejects Collection Tank In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184683,301 Coal Pulverizer Rejects Hopper In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184684,302 Coal Pulverizer Rejects Hopper In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184685,303 Coal Pulverizer Rejects Hopper In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184686,304 Coal Pulverizer Rejects Hopper In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184687,305 Coal Pulverizer Rejects Hopper In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184688,306 Coal Pulverizer Rejects Hopper In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184689,307 Coal Pulverizer Rejects Hopper In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184690,308 Coal Pulverizer Rejects Hopper In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184691,309 Coal Pulverizer Rejects Hopper In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184692,310 Coal Pulverizer Rejects Hopper In Gate Close Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184693,301 Coal Pulverizer Rejects Hopper In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184694,302 Coal Pulverizer Rejects Hopper In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184695,303 Coal Pulverizer Rejects Hopper In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184696,304 Coal Pulverizer Rejects Hopper In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184697,305 Coal Pulverizer Rejects Hopper In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184698,306 Coal Pulverizer Rejects Hopper In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184699,307 Coal Pulverizer Rejects Hopper In Gate Open Command,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,FUEL,PREPARATION
2000184711,31 Hypochlorite Feed Pump Control Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,CONTROLS,UNIT MONITORING
2000184712,32 Hypochlorite Solution Pump Loc Control South,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,CONTROLS,UNIT MONITORING
2000184713,31 Serv Water Storage Tank Inlet Control Valve,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,SERVICE WATER/ACW
2000184715,Serv Water Flow Orific E Plate Flow Element,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,SERVICE WATER/ACW
2000184716,32 Cw Acid Safety Sh Ower Flow Swtch-hfa,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184717,Chem Feed Safety Sho Wer Flow Swtch-hfa,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184718,Battery Rm Safety Showe R Flow Swtch-hfa,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184719,Demin Caustic Safety Shower Flow Swtch-h,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184720,Laboratory North Safety South Hower Flow Swtc,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184721,Laboratory South Safety South Hower Flow Swtch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184722,Demin Acid Area Safety Sh Ower Not Used,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184723,31 Lime Slurry Safety Shower Flow Swtch-hf,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,SAFETY
2000184724,33 Lime Slurry Safety Shower Flow Swtch-hf,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,SAFETY
2000184725,E Additive Feed Safety Shower Flow Swtch-hfa,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,SAFETY
2000184726,W Additive Feed Safety Shower Flow Swtch-hfa,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,SAFETY
2000184727,32 Lime Slurry Safety Shower Flow Swtch-hf,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,SAFETY
2000184728,31 Cw Acid Feed Safety Sh Ower Flow Swtc,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184729,31 Lime Rec Safety South Hower Flow Swtch-hf,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,SAFETY
2000184730,32 Lime Rec Safety South Hower Flow Swtch-hf,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,SAFETY
2000184731,AQCS Recycle Fdr Safet Y Showr Flow Swtch-,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,SAFETY
2000184732,Lime Fdr Safety South Hower Flow Swtch-hfa,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,PLANT,SAFETY
2000184733,Demin Acid Safety Sh Ower Flow Swtch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184734,Demin Caustic Safety Shower Flow Swtch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184735,Laboratory Safety Shower Flow Switch,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184761,Supply Valve To Id Fan Bl Dg,Supply Valve To ID Fan Bl Dg,95,Forced acronym uppercase: ID,VALVE,,AUXILIERY,SERVICE WATER/ACW
2000184763,31AQCS Seal Water Booster Pump Suction Isolation,31aqcs Seal Water Booster Pump Suction Isolation,95,Normalized whitespace/title case,VALVE,,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000184764,31AQCS Seal Water Booster Pump Recirculation Isolation,31aqcs Seal Water Booster Pump Recirculation Isolation,95,Normalized whitespace/title case,VALVE,,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000184765,32AQCS Seal Water Booster Pump Suction Isolation,32aqcs Seal Water Booster Pump Suction Isolation,95,Normalized whitespace/title case,VALVE,,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000184766,32AQCS Seal Water Booster Pump Recirculation Isolation,32aqcs Seal Water Booster Pump Recirculation Isolation,95,Normalized whitespace/title case,VALVE,,FLUE GAS SCRUBBING,REAGENT PREPARATION
2000184780,31 Hypochlorite Solution Tank Level Swtch-l,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184781,1 Chcc Hypochlorite Soln Tank Level Swtch-l,,100,No change needed; Object Type mapped SWCH -> Switch,SWCH,Switch,AUXILIERY,SERVICE WATER/ACW
2000184784,Additive Seal Water Pressure Gage,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,SERVICE WATER/ACW
2000184785,Seal Water Strainer DP,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,SERVICE WATER/ACW
2000184786,Additive Seal Water Pressure Gage,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,SERVICE WATER/ACW
2000184787,0-100 Psi Gauge,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,AUXILIERY,SERVICE WATER/ACW
2000184788,Potable Water Pump Suction Pressure,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,SOFTENED WELL POTABLE WATER
2000184789,Potable Water Pump Discharge Pressure,,100,No change needed; Object Type mapped MISC -> Miscellaneous Equipment,MISC,Miscellaneous Equipment,PLANT,SOFTENED WELL POTABLE WATER
